text,lda,yake,keybert
"Infobox Territorium im Heiligen Römischen Reich Wappen Datei:Wappen Herzogtum Westfalen.svg 140x140px|Wappen Karte Datei:Herzogtum Westfalen und Umland etwa 1645.svg 240px|Karte Bildtext Herzogtum Westfalen und Nachbarterritorien 1645 (nicht abgebildet Exklave Volkmarsen) Karte Reichskreis Alternativnamen Herzogtum – Kurkölnisches Nebenland Vorläufer bis 1180 Stammesherzogtum Sachsen Herzogtum Sachsen (Herzogtum in Westfalen und Angrivarier Engern ) – 1368 gesamte Grafschaft Arnsberg Regierungsform Staatsoberhaupt Kurfürst von Köln. Dessen Vertreter: Marschall von Westfalen (13.–15. Jhd.), danach Land drost Region-ISO DE-NW , DE-HE Reichstag Reichsmatrikel Reichskreis Kreistag Hauptstädte/Residenzen Dynastien Konfession/Religion Sprache/n Fläche 1803: 3715 Quadratkilometer Einwohner 1803: circa 120.000 Währung Nachfolger angegliedert 1803 an Landgrafschaft Hessen-Darmstadt Hessen-Darmstadt . Siehe auch Lage Das Herzogtum Westfalen war ein Territorium im Heiliges Römisches Reich Heilige","['römisch', 'Kaiser', 'König']","['Herzogtum', 'westfalen', 'Münster']","['westfalen_herzogtum', 'herzogtum_westfalen', 'landgrafschaft_hessen']"
"Infobox Schiff Schiffskategorie Segelschiff Name Pamir Bild Pamir in full sail - StateLibQld 70 110060.jpg Bildtext Die Pamir unter Vollzeug und finnischer Flagge (Datum unbekannt) Infobox Schiff/Basis Land DEU-1871 br DEU-H-1919 br FIN br NZL-H br DEU andere Schiffsnamen Schiffstyp Auxiliarsegler , Frachtschiff Rufzeichen RNVF (F. Laeisz) br RDWC (F. Laeisz) br TPSR (Erikson) br ZMKQ (Neuseeland) br DKEF (1951–1957) Heimathafen Hamburg br Mariehamn br Wellington br Lübeck Eigner F. Laeisz br Regierung von Italien br F. Laeisz br Gustaf Erikson br Regierung von Neuseeland br Gustaf Erikson br Van Loo br Reederei Breyer & Co (H. Schliewen) br Landesbank Schleswig-Holstein br zuletzt Stiftung Pamir und Passat Reederei F. Laeisz br Gustaf Erikson br Union Steam Ship Co. of New Zealand br Breyer & Co (H. Schliewen) br zuletzt Reederei Zerssen Bauwerft Blohm + Voss Blohm & Voss , Hamburg Baunr 180 Stapellauf 29. Juli 1905 Verbleib 21. September 1957 gesunken Infobox Schiff/Daten Lüa 114,5 L","['stylen', 'stylen_Text', 'color']","['pamir', 'Http', 'Abruf']","['schiffspaar', 'schiffskategorie', 'schiffsbesatzung']"
"Datei:Cao Cao scth.jpg mini|Porträt des Cao Cao, Blockdruck um 1607, Ming-Dynastie Cáo Cāo ( zh c 曹操 p Cáo Cāo w Ts'ao Ts'ao kj Cou4 Cou1 hcipa ʦʰɑo̯˧˥ ʦʰɑo˥ , Chinesischer Name#Zì Großjährigkeitsname (Zi) Mèngdé zh kurz 1 c 孟德 hcipa mʌŋ˥˩ tɤ˧˥ , * 155 ; † 15. März 220 in Luoyang ) war ein chinesischer General, Stratege, Politiker, Dichter und Kriegsherr während der späten Han-Dynastie . Er errang die Herrschaft über ganz China nördlich des Jangtsekiang , übte großen Einfluss auf den Kaiser aus und legte den Grundstein für die Wei-Dynastie , die nach seinem Tod von seinem Sohn Cao Pi begründet wurde. Von diesem wurde er mit dem Postumer Titel postumen Titel Kaiser Wu von Wei ( zh kurz 1 c 魏武帝 ) und dem Tempelnamen Taizu ( zh kurz 1 c 太祖 ) geehrt. Cao Cao wird in der Überlieferung als grausamer und gnadenloser Despot, aber auch als gewissenhafter Herrscher und militärisches Genie dargestellt. Immerhin gelang es ihm, viele seiner Widersacher auszuschalten: im Jahre 194 n. Chr. den Provin","['stylen', 'stylen_Text', 'color']","['Cao', 'caos', 'Han']","['zhong', 'cao_pi', 'gaoxixue']"
"Infobox Sonde Name Deep Impact Bild Deep Impact.jpg Bildunterschrift Deep Impact im Anflug auf Tempel 1, kurz nach Abstoßen des Impaktors (Computergrafik) nssdc_id 2005-001A (Sonde) br 2005-001# (Impaktor) Missionsziel Tempel 1 Betreiber NASA Traegerrakete Delta II Delta II 7925-9.5 D-311 Startmasse etwa 1020 kg (davon 372 kg vom Impaktor) Instrumente HRI, MRI, ITS Startdatum 12. Januar 2005, 18:47 Koordinierte Weltzeit UTC Startrampe Cape Canaveral Air Force Station Cape Canaveral AFS , Cape Canaveral Launch Complex 17 LC-17B Enddatum 8. August 2013 Verlauf ZL Typ Start Datum 12. 01. 2005 Text Start ZL Typ Marke Datum 05. 03. 2005 Text Beginn der „cruise phase“ ZL Typ Marke Datum 03. 07. 2005 Text Abfeuern des Impaktors ZL Typ Marke Datum 27. 06. 2010 Text Vorbeiflug an der Erde ZL Typ Marke Datum 04. 11. 2010 Text Komet 103P/Hartley 2 ZL Typ Marke Datum Ende 2011 Text Kursänderung br Richtung C/2012 S1 (ISON) C/2012 S1 ISON ZL Typ Marke Datum Februar 2013 Text Beobachtung von br C/20","['Sub', 'Tier', 'Gattung']","['Deep', 'Nasa', 'impact']","['impact', 'deep_impact', 'hq_05167_deep_impact_picture']"
"Infobox Stausee NAME Oderteich BILD OdertLuftb.jpg BILDBESCHREIBUNG Luftbild des Oderteiches von Süden; über den Staudamm br (vorne) verläuft die Bundesstraße 242 LAGE nahe Braunlage ; Landkreis Goslar , Niedersachsen ( Deutschland ) ZUFLUSS Oder (Rhume) Oder ABFLUSS Oder, Rehberger Graben BREITENGRAD 51/46/6/N LÄNGENGRAD 10/32/18/E REGION-ISO DE-NI BAUZEIT 1715–1722 BAUHOEHE 17,3 m ref name InfTafOT TALHOEHE 19 m GRUENDUNGSHOEHE 22 m WASSERHOEHE KRONENHOEHE Höhe 724.7 DE-NN link 1 MAUERVOL 36.500–42.000 m³ KRONENLAENGE 153 m KRONENBREITE 16,1 m BASISBREITE 34,6 m ref name InfTafOT RADIUS NEIGUNG-LUFT 1:0,625 NEIGUNG-WASSER 1:0,625 LEISTUNG STAUZIEL Höhe 723.35 DE-NN ref name Talsperrenatlas FLÄCHE 30 ha ref name Wasserrechtsantrag SEELAENGE SEEBREITE SPEICHERRAUM 1,668 Mio. m³ STAURAUM 1,83 Mio. m³ EINZUG 12,2 km² HOCHWASSER 31 m³/s ref name Talsperrenatlas BESONDERHEITEN Datei:Oderteich2.jpg mini|Blick von Nordwesten auf das wasserseitige Mauerwerk des Dammes bei stark entleertem Sta","['Bahnhof', 'Meter', 'Linie']","['Name', 'Schmidt', 'Martin']","['fließend', 'km_nordwestlich', 'talsperrenbauwerk']"
"Infobox Gemeinde in Deutschland Wappen DEU Grossefehn COA.svg Breitengrad 53/24/31/N Längengrad 7/35/5/E Lageplan Großefehn in AUR.svg Bundesland Niedersachsen Landkreis Aurich Höhe 4 PLZ 26629 Vorwahl 04943, 04944, 04945, 04946 Gemeindeschlüssel 03452006 Gliederung 14 Ortschaften Straße Kanalstraße Süd 54 Website http://www.grossefehn.de/ www.grossefehn.de Bürgermeister Erwin Adams Partei parteilos Datei:Fehnbrücken.JPG mini|300px|Fehnkanal-Brücken in Spetzerfehn Die Gemeinde Großefehn ( Ostfriesisches Platt plattdeutsch Grootfehn ) liegt im Landkreis Aurich in Ostfriesland . Den Kern bilden die drei Dörfer Ostgroßefehn Ost- , Mittegroßefehn Mitte- und Westgroßefehn . Verwaltungssitz der Gemeinde ist Ostgroßefehn. Das Adjektiv lautet Großefehntjer mit dem für das Ostfriesisches Platt Ostfriesische Plattdeutsch üblichen Diminutiv -(t)je. Großefehn liegt am Südrand des Landkreises Aurich. Mit EWZ DE-NI 03452006 Einwohnern, die sich auf etwas mehr als 127 Quadratkilometer verteilen, ist ","['Bahnhof', 'Meter', 'Linie']","['Aurich', 'Gemeinde', 'Ostfriesland']","['ostfriesisch_landschaft', 'landschaftsschutzgebiet', 'landschaft_ostfriesisch']"
"Taxobox Taxon_Name Präriehunde Taxon_WissName Cynomys Taxon_Rang Gattung Taxon_Autor Constantine S. Rafinesque-Schmaltz Rafinesque , 1817 Taxon2_Name Echte Erdhörnchen Taxon2_WissName Marmotini Taxon2_Rang Tribus Taxon3_Name Erdhörnchen Taxon3_WissName Xerinae Taxon3_Rang Unterfamilie Taxon4_Name Hörnchen Taxon4_WissName Sciuridae Taxon4_Rang Familie Taxon5_Name Hörnchenverwandte Taxon5_WissName Sciuromorpha Taxon5_Rang Unterordnung Taxon6_Name Nagetiere Taxon6_WissName Rodentia Taxon6_Rang Ordnung Bild Praeriehunde_3.jpg Bildbeschreibung Präriehunde im Zürcher Zoo Präriehunde ( Cynomys ) sind eine nordamerikanische Gattung der Erdhörnchen . Sie sind verwandt mit den Murmeltiere n und den Ziesel n. Merkmale Der plumpe Körper, die kurzen Beine und der kurze Schwanz geben den Präriehunden ein entfernt Murmeltiere murmeltierähnliches Aussehen. Präriehunde haben eine Kopf-Rumpf-Länge von 30–35 cm und ein Gewicht von 800–1400 g. Männchen sind im Schnitt etwas größer und um 10 % schwerer als","['Sub', 'Tier', 'Gattung']","['Präriehund', 'Gattung', 'Http']","['taxon5_rang', 'taxon3_rang', 'taxon6_rang']"
"Taxobox Taxon_Name Mauersegler Taxon_WissName Apus apus Taxon_Rang Art Taxon_Autor ( Carl von Linné Linnaeus , 1758) Taxon2_WissName Apus Taxon2_LinkName Apus (Gattung) Taxon2_Rang Gattung Taxon3_Name Segler Taxon3_LinkName Segler (Vögel) Taxon3_WissName Apodidae Taxon3_Rang Familie Taxon4_Name Seglervögel Taxon4_WissName Apodiformes Taxon4_Rang Ordnung Taxon5_Name Vögel Taxon5_WissName Aves Taxon5_Rang Klasse Bild Apus apus flock flying 1.jpg Bildbeschreibung Mauersegler ( Apus apus ) br Audio Mauersegler.ogg Rufe Subtaxa_Rang Unterart Subtaxa * Apus apus apus ( Person Linnaeus , 1758) Apus apus pekinensis ( Robert Swinhoe Person Swinhoe , 1870) Der Mauersegler ( Apus apus ) ist eine Vögel Vogelart aus der Familie der Segler (Vögel) Segler . Er ähnelt den Schwalben , ist aber mit diesen nicht näher verwandt; die Ähnlichkeiten beruhen auf Konvergenz (Biologie) konvergenter Evolution . Der Mauersegler ist ein Langstreckenzieher . Er hält sich hauptsächlich von Anfang Mai bis Anfang Augu","['Bahnhof', 'Meter', 'Linie']","['name', 'Mauersegler', 'apus']","['taxon5_rang', 'linnaeus_taxon2_wissname', 'taxon5_rang_klasse']"
"Die U-Bahn Nürnberg wurde am 1. März 1972 eröffnet und ist seit dem 15. März 2008 ref name VAG_2008-04-04 vag.de: Webarchiv url http://www.vag.de/mod/pressearchiv/view/cp-m89/pressemeldung-908/RUBIN-Erprobungsbetrieb-laeuft-nach-wie-vor-gut-Of- text RUBIN: Erprobungsbetrieb läuft nach wie vor gut - Offizielle Eröffnung der U3 am 14. Juni 2008 archive-is 20130212150835 ref der erste dauerhafte Betrieb mit einer RUBIN fahrerlosen U-Bahn-Linie in Deutschland. Sie bildet das Rückgrat des Bahn (Verkehr) schienengebundenen Öffentlicher Personennahverkehr öffentlichen Personennahverkehrs in Nürnberg und Fürth und wird durch die S-Bahn Nürnberg S-Bahn und in Nürnberg zusätzlich durch die Straßenbahn Nürnberg Straßenbahn und den Stadtbus Nürnberg Stadtbus ergänzt. Auf ihrem 38,2 Kilometer langen Streckennetz verkehren drei Linie (Verkehr) Linien . Im Jahr 2018 fuhren mit der Nürnberger U-Bahn insgesamt 122,159 Millionen Fahrgäste, pro Tag also im Schnitt etwa 334.682 Personen. ref https://www.v","['Bahnhof', 'Meter', 'Linie']","['Bahnhof', 'Nürnberg', 'Text']","['bahnhofsgestaltung', 'bahnen_nürnberg', 'bahnsteigbeleuchtung']"
"Infobox Platz Name Neumarkt Alternativnamen Stadtwappen Dresden Stadtwappen.svg Kategorie Platz in Dresden Bild Frauenkirche-dresden.jpg Bild zeigt Frauenkirche und die ersten fertiggestellten Quartiere Ort Dresden Ortsteil Innere Altstadt Angelegt 13. Jahrhundert Neugestaltet seit 1950 (besonders seit 1990) Straßen Münzgasse (Dresden) Münzgasse , Salzgasse, Rampische Straße , Landhausstraße , Moritzstraße, Galeriestraße, Jüdenhof (Dresden) Jüdenhof Bauwerke Frauenkirche (Dresden) Frauenkirche , Kunstakademie (Dresden) Kunstakademie , Johanneum (Dresden) Johanneum Nutzergruppen Fußverkehr , Radverkehr , Öffentlicher Verkehr , Tiefgarage Platzgestaltung Platzfläche Baukosten Datei:Dresden Neumarkt Wiederaufbau.jpg mini|Neumarkt-Quartiere in der fortgeschrittenen Wiederaufbauphase (2007) Datei:20121007201DR Dresden Neumarktgebiet mit Frauenkirche.jpg mini|Neumarkt mit Frauenkirche, 2012 Der Neumarkt in Dresden ist ein Platz in der Innere Altstadt Inneren Altstadt zwischen Altmarkt (Dresd","['Wilhelm', 'Dresden', 'Friedrich']","['Dresden', 'Neumarkt', 'Frauenkirche']","['dresden', 'dresdene', 'neumarkt_dresden']"
"Begriffsklärungshinweis Dieser Artikel beschäftigt sich mit dem Aufstand in Warschau 1944. Dieser ist nicht mit dem Aufstand im Warschauer Ghetto zu verwechseln, der im Jahre 1943 im Jüdischen Ghetto stattfand. Infobox Militärischer Konflikt KONFLIKT Warschauer Aufstand TEILVON Aktion Burza , Zweiter Weltkrieg BILD Warsaw wwII.jpg BILDBREITE BESCHREIBUNG Denkmal des Warschauer Aufstandes Denkmal des Aufstandes in Warschau DATUM 1. August DATUMBIS 2. Oktober 1944 ORT Warschau CASUS GEBIETE AUSGANG Niederschlagung des Aufstandes FOLGEN FRIEDENSSCHLUSS KONTRAHENT1 Datei:Flaga PPP.svg 22px Polen ( Armia Krajowa ) KONTRAHENT2 Datei:Flag of Germany 1933.svg 22px Deutsches Reich BEFEHLSHABER1 Tadeusz Bór-Komorowski , Antoni Chruściel BEFEHLSHABER2 Erich von dem Bach-Zelewski TRUPPENSTÄRKE1 45.000 ref Norman Davies: Rising '44. Pan Books, London 2004, S. 419. ref TRUPPENSTÄRKE2 39.000 ref Włodzimierz Borodziej : Der Warschauer Aufstand 1944. Fischer, 2001, ISBN 3-10-007806-3, S. 144 ff., Frank","['London', 'vereinigen', 'John']","['Warschauer', 'Davies', 'Norman']","['warsaw', 'warschauer_ghetto', 'warsawuprising']"
"Datei:Mathilde von Canossa auf Thron.jpg mini|Im Dedikationsbild sitzt Mathilde auf einem Thron unter einem hohen Baldachin zwischen einem Mönch und einem Ritter. Sie hält in ihrer rechten Hand ein Zepter Pflanzenzepter . Die Bildunterschrift lautet: „Mathildis lucens precor hoc cape cara volumen“ („Werte Mathilde, ich bitte Dich, nimm dieses herrliche Buch.“). Vita Mathildis des Donizo, um 1115. Vatikanstadt, Vatikanische Apostolische Bibliothek BAV , Ms. Vat. lat. 4922, fol. 7v. Mathilde (auch Mathilde von Tuszien ; * um 1046; † 24. Juli 1115 in Bondeno ) aus der Familie der Canossa (Adelsgeschlecht) Herren von Canossa war eine der mächtigsten Adligen in Italien in der zweiten Hälfte des 11. Jahrhunderts. Als Markgraf Markgräfin herrschte sie über weite Gebiete der Toskana und der Lombardei . Als Verwandte des Salier salischen Kaiserhauses vermittelte sie im sogenannten Investiturstreit einen Ausgleich. In diesem umfassenden Konflikt mit dem aufstrebenden Reformpapsttum um das Verhäl","['römisch', 'Kaiser', 'König']","['Mathilde', 'Elke', 'goez']","['mathilde_canossa', 'mathilde_tuszien', 'mathildes']"
"Taxobox Taxon_Name Monarchfalter Taxon_WissName Danaus plexippus Taxon_Rang Art Taxon_Autor ( Carl von Linné Linnaeus , 1758) Taxon2_WissName Danaus Taxon2_LinkName Danaus (Gattung) Taxon2_Rang Gattung Taxon3_WissName Danaini Taxon3_Rang Tribus Taxon4_WissName Danainae Taxon4_Rang Unterfamilie Taxon5_Name Edelfalter Taxon5_WissName Nymphalidae Taxon5_Rang Familie Taxon6_Name Schmetterlinge Taxon6_WissName Lepidoptera Taxon6_Rang Ordnung Bild BBGMonarchButterflyWings.jpg Bildbeschreibung Monarchfalter ( Danaus plexippus ) Der Monarchfalter ( Danaus plexippus ) oder Amerikanische Monarch ist ein auffällig orange und schwarz gezeichneter Schmetterlinge Schmetterling ( Tagfalter ) aus der Familie der Edelfalter (Nymphalidae). Er ist in Amerika weit verbreitet und hat sich im 18. Jahrhundert über den Südpazifik bis nach Australien ausgebreitet. Der Monarchfalter ist der am besten erforschte Schmetterling Nordamerikas und ein berühmter Wanderfalter . Einzelne Tiere legen bei Wanderungen im H","['Sub', 'Tier', 'Gattung']","['name', 'Datum', 'Raupe']","['taxon5_rang', 'taxon6_rang', 'taxon']"
"Infobox Band Name Slime Logo Logobeschreibung Bild Slime – Hafen Rock 2016 01.jpg Bildbeschreibung Slime live beim Hafen Rock 2016 Herkunft Hamburg , Deutschland Genre Deutschpunk , Politpunk , Hardcore Punk Gründung 1979 Auflösung 1984, 1994 Neugründung 1990, 2009 Website http://slime.de/ slime.de Gründer1a Thorsten „Scout“ Kolle small (1979) small Gründer1b Gesang Gründer2a Michael Mayer (Gitarrist) Michael „Elf“ Mayer Gründer2b Gitarre Gründer3a Ollie small (1979) small Gründer3b Gitarre Gründer4a Sven „Eddie“ Räther small (bis 1984, 1992–1994) small Gründer4b E-Bass Bass Gründer5a Peter „Ball“ Wodok small (bis 1981; † 1994) small Gründer5b Schlagzeug Besetzung1a Michael Mayer (Gitarrist) Michael „Elf“ Mayer Besetzung1b Gitarre Besetzung2a Christian Mevs small (seit 1980) small Besetzung2b Gitarre Besetzung3a Nici small (seit 2010) small Besetzung3b Bass Besetzung4a Alex Schwers small (seit 2010) small Besetzung4b Schlagzeug Besetzung5a Tex Brasket small (seit 2021) small Besetzung5","['filmen', 'Abruf', 'Literatur_Autor']","['Titel', 'Autor', 'Literatur']","['punk_musik', 'riff_musik', 'punkband']"
"Datei:R2values.svg mini|hochkant=1.5|Dieses Streudiagramm zeigt zwei konkrete empirische Regressionsgeraden einer linearen Einfachregression, die jeweils Satz von Gauß-Markow bestmöglich durch die „Punktwolke“ der Messung gelegt wurden. Zu erkennen ist, dass die obere Gerade eine bessere Anpassung an die Daten liefert als die untere. Formal lässt sich dies anhand eines höheren R -Quadrat-Wertes erkennen ( math \mathit{R}^2=98{,}92\,\% math Liste lateinischer Phrasen/V#Versus vs. math \mathit{R}^2=57{,}13\,\% math ). Das Bestimmtheitsmaß , auch Determinationskoeffizient (von laS Determination (Logik) determinatio „Abgrenzung, Bestimmung“ bzw. determinare „eingrenzen“, „festlegen“, „bestimmen“ und coefficere „mitwirken“), bezeichnet mit math \mathit{R}^2 math , ist in der Statistik eine Kennzahl zur Beurteilung der Anpassungsgüte einer Regressionsanalyse Regression – beispielsweise, um zu bewerten, wie gut Messwert e zu einem Modell passen. Das Bestimmtheitsmaß beruht auf der Quadratsumm","['Kirche', 'stylen', 'St']","['mathbf', 'Top', 'Regression']","['regressionsrechnung', 'regressionsfunktion', 'regressionsgleichung']"
"Dieser Artikel behandelt das Chemie- und Pharmaunternehmen Hoechst AG. Zu weiteren Bedeutungen siehe Höchst . Infobox Unternehmen Name Hoechst Aktiengesellschaft Logo Hoechst logo.svg Unternehmensform Aktiengesellschaft (bis 2005) ISIN nicht vorhanden Gründungsdatum 2. Januar 1863 Sitz Frankfurt-Höchst , Deutschland Leitung Jürgen Dormann (1998) Mitarbeiterzahl 96.967 (31. Dezember 1998) Umsatz 43.704 Mio. DM (1998) Branche Homepage Die Hoechst AG – bis 1974: Farbwerke Hoechst AG, vorm. Meister, Lucius & Brüning – in Frankfurt am Main war eines der drei größten Chemie - und Pharmaunternehmen Deutschland s. Es wurde 1863 im damals Herzogtum Nassau nassauischen Frankfurt-Höchst Höchst am Main gegründet und wuchs bis zum Erster Weltkrieg Ersten Weltkrieg zu einem Weltunternehmen. 1925 Fusion (Wirtschaft) fusionierte es mit anderen Unternehmen zur I.G. Farben industrie AG und wurde 1951 nach der Entflechtung (Firmenstruktur) Entflechtung der I.G. Farben neu gegründet. Durch Unternehmensübe","['Wilhelm', 'Dresden', 'Friedrich']","['höchst', 'Text', 'Frankfurt']","['pharmageschäft', 'chemisch_industrie', 'chemiegeschäft']"
"Datei:Kanye West at the 2009 Tribeca Film Festival (cropped).jpg mini|Kanye West 2009 auf dem Tribeca Film Festival Datei:Kanye West Autogramm.png rahmenlos|rechts|hochkant|Unterschrift von Kanye West Kanye Omari West , auch bekannt als Ye ref Internetquelle url https://www.spiegel.de/kultur/musik/neuer-name-fuer-rapper-kanye-west-ye-he-can-a-4f91f9e0-2092-4c13-93ea-c1a93d4209ac titel Kanye West hat offiziell neuen Namen: Ye he can werk Der Spiegel datum 2021-10-19 abruf 2021-10-19 ref ref Internetquelle url https://www.n-tv.de/leute/Kanye-West-hat-einen-neuen-Namen-article22873390.html titel Kanye West hat einen neuen Namen werk n-tv NACHRICHTEN sprache de abruf 2021-10-19 ref [ IPA jeɪ ] (* 8. Juni 1977 in Atlanta , Georgia ), ist ein Vereinigte Staaten US-amerikanischer Rap per, Gesang Sänger , Musikproduzent und Modedesign er. Seine Karriere begann als Produzent für Hip-Hop -Künstler in Chicago und später in New York City mit Musikproduktionen für den Rapper Jay-Z , an dessen erfol","['filmen', 'Abruf', 'Literatur_Autor']","['Kanye', 'Datum', 'Abruf']","['west_kanye', 'kanye_west', 'kanye']"
"Datei:4DJH anim.2.gif gerahmt|rechts|Animiertes 3D-Strukturmodel eines G-Protein-gekoppelten Rezeptors (κ-Opioidrezeptors in Komplex mit dem Liganden JDTic ) G-Protein-gekoppelte Rezeptoren ( enS G protein-coupled receptor , GPCR ) sind Biologie biologische Rezeptor (Biochemie) Rezeptoren in der Zellmembran und der Membran von Endosom en, die Signale über Guanosintriphosphat GTP -bindende Proteine (kurz G-Protein e) in das Zellinnere beziehungsweise das Innere des Endosoms weiterleiten ( Signaltransduktion ). In der Neurobiologie wird für G-Protein-gekoppelte Rezeptoren häufig der Begriff metabotroper Rezeptor metabotrope Rezeptoren verwendet, um sie von einem anderen Rezeptortyp, den Ionotroper Rezeptor ligandengesteuerten Ionenkanälen (Ionotroper Rezeptor), zu unterscheiden. ref R. Irannejad, J. C. Tomshine u. a.: Conformational biosensors reveal GPCR signalling from endosomes. In: Nature. Band 495, Nummer 7442, März 2013, S. 534–538, doi:10.1038/nature12000 , PMID 23515162. ref Dies","['Sub', 'Tier', 'Gattung']","['Sub', 'Protein', 'Rezeptor']","['endosomes', 'glycoproteinrezeptor', 'rezeptorprotein']"
"Infobox Kriegsschiff Farbe1 000080 Farbe2 ffffff Bild USS Maine (SSBN-741).jpg Bildtext USS Maine (SSBN-741) 1999 an der Wasseroberfläche Typ U-Boot mit ballistischen Raketen Raketen-U-Boot , teilweise Konvertierung zu U-Boot mit Marschflugkörpern Marschflugkörper-Plattform Namensgeber US-Bundesstaat Ohio Einheiten 18 gebaut, 18 in Dienst Dienstzeit seit 1981 Verdrängung 16.764 Tonne (Einheit)#Long ton ts aufgetaucht, 18.750 ts getaucht Länge 170,69 m Breite 12,8 m Tiefgang 11,1 m Tauchtiefe >250 m Besatzung 155 Soldaten, 15 davon Offiziere Antrieb S8G- Druckwasserreaktor , 60.000 Horsepower hp (45 MW) Geschwindigkeit 25 kn (46 km/h) getaucht Bewaffnung 24 Interkontinentalraketen oder 154 Marschflugkörper, 4 Torpedorohre Die Ohio-Klasse ist eine Schiffsklasse der United States Navy und umfasst die 18 größten Atom-U-Boot atomar angetriebenen U-Boote der Vereinigte Staaten Vereinigten Staaten . Sie entstand im Kalter Krieg Kalten Krieg als Träger für Interkontinentalrakete n (kurz SLBM f","['stylen', 'stylen_Text', 'color']","['Boot', 'Ohio', 'Navy']","['boot_ballistisch', 'booten', 'boot']"
"Taxobox Taxon_Name Fregattvögel Taxon_WissName Fregata Taxon_Rang Gattung Taxon_Autor Bernard Germain Étienne Médard de La Ville-sur-Illon, comte de La Cépède Lacépède , 1799 Taxon2_Name Fregattvögel Taxon2_WissName Fregatidae Taxon2_LinkName nein Taxon2_Rang Familie Taxon3_Name Taxon3_WissName Suliformes Taxon3_Rang Ordnung Taxon4_Name Vögel Taxon4_WissName Aves Taxon4_Rang Klasse Taxon5_Name Wirbeltiere Taxon5_WissName Vertebrata Taxon5_Rang Unterstamm Taxon6_Name Chordatiere Taxon6_WissName Chordata Taxon6_Rang Stamm Bild Fregata magnificens1.jpg Bildbeschreibung Männlicher Prachtfregattvogel ( Fregata magnificens ) Die Fregattvögel (Fregatidae, Fregata ) sind eine in den Tropen und Subtropen verbreitete Familie (Biologie) Familie und Gattung (Biologie) Gattung von Hochseevögeln aus der Ordnung (Biologie) Ordnung Suliformes . Bekannt sind sie für den aufblasbaren roten Kehlsack der Männchen sowie ihre Fähigkeit, andere Vögel zu attackieren und ihnen die Beute abzujagen ( Kleptoparas","['Sub', 'Tier', 'Gattung']","['fregattvogel', 'name', 'Datei']","['taxon5_rang', 'taxon2_rang_familie', 'taxon6_rang']"
"Infobox Katzenrasse Rassenname Siamkatze Bild1 Siam lilacpoint.jpg Bildtext1 Siamkater Lilac Point Bild2 Bildtext2 Bild3 Bildtext3 Ursprung Alternativnamen Fell-Länge Kurzhaarkatze Gewicht Kater: 4,0–5,0 kg br Kätzin: 3,0–4,0 kg Farben Seal Point, Blue Point, Chocolate Point, Lilac Point Farben-weitere Red Point, Cream Point, Fawn Point, Cinnamon Point, Apricot Point, Caramel Point sowie Tortie Point Fellzeichnung alle Fellzeichnungen außer getickt Fellzeichnung-nicht Zuchtstandards NoCat 1 Siamkatzen (oft verwendete Namenskurzform: Siamesen , Thailändische Sprache thailändisch : lang th วิเชียรมาศ , Thailändisches Umschriftsystem RTGS : wichian mat , das bedeutet ‚Monddiamant‘) gehören zu den bekanntesten und am meisten verbreiteten Rassekatze n. Wie der Name vermuten lässt, stammen die Vorfahren der heutigen Siamkatzen aus dem südostasiatischen Siam , dem heutigen Thailand , wo sie vor etwa 150–200 Jahren schriftlich erwähnt werden. Das erste Siamkatzenpaar gelangte Ende des 19. Jahr","['Sub', 'Tier', 'Gattung']","['White', 'Point', 'bgcolor']","['pointierung', 'thailändisch', 'siamkatzentyp']"
"Infobox Unternehmen Name Schweizerische Nationalbahn Logo SNB Emblem.png Unternehmensform Aktiengesellschaft (Schweiz) Aktiengesellschaft Gründungsdatum 5. April 1875 Auflösungsdatum 15. März 1880 Auflösungsgrund Übernahme durch Schweizerische Nordostbahn NOB Sitz Winterthur Leitung Johann Jakob Sulzer (Politiker) Johann Jakob Sulzer br Friedrich Joseph Bürli br Theodor Ziegler (Politiker) Theodor Ziegler Mitarbeiterzahl 437 (beim Konkurs) Branche Bahn (Verkehr) Eisenbahnverkehr Datei:Karte Schweizerische Nationalbahn.png mini|hochkant=1.33|Streckennetz der Nationalbahn Die Schweizerische Nationalbahn ( SNB ) war eine von 1875 bis 1880 bestehende Schweiz er Eisenbahnunternehmen Eisenbahngesellschaft mit Sitz in Winterthur . Hervorgegangen aus den Vorgängergesellschaften «Winterthur–Singen–Kreuzlingen» und «Winterthur–Zofingen», strebte sie den Bau einer von Städten und Gemeinden finanzierten Hauptbahn vom Bodensee durch das Mittelland (Schweiz) Mittelland zum Genfersee an. Mit ihr soll","['Bahnhof', 'Meter', 'Linie']","['Vision', 'nationalbahn', 'Zürich']","['nationalbahnstrecke', 'nordostbahn', 'nationalbahn']"
